Script Start,Round,Round Start, Round Finish,Source,Source User,Target Name,Target Name, Target Type,Is Default, Port Name
12-08-2015 09:35:00,20,09:36:03,09:36:05,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,70,09:36:05,09:36:06,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,70,09:36:05,09:36:07,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,21,09:36:07,09:36:08,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,21,09:36:07,09:36:09,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,71,09:36:08,09:36:09,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,71,09:36:08,09:36:10,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,22,09:36:10,09:36:11,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,22,09:36:10,09:36:12,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,72,09:36:12,09:36:13,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,72,09:36:12,09:36:13,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,23,09:36:13,09:36:14,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,23,09:36:13,09:36:15,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,73,09:36:15,09:36:16,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,73,09:36:15,09:36:16,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,24,09:36:16,09:36:17,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,24,09:36:16,09:36:18,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,74,09:36:18,09:36:19,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,74,09:36:18,09:36:19,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,25,09:36:19,09:36:20,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,25,09:36:19,09:36:21,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,75,09:36:21,09:36:21,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,75,09:36:21,09:36:22,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,26,09:36:22,09:36:23,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,26,09:36:22,09:36:24,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,76,09:36:23,09:36:24,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,76,09:36:23,09:36:25,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,27,09:36:25,09:36:25,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,27,09:36:25,09:36:26,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,77,09:36:26,09:36:27,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,77,09:36:26,09:36:28,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,28,09:36:27,09:36:28,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,28,09:36:27,09:36:29,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,78,09:36:29,09:36:30,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,78,09:36:29,09:36:31,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,29,09:36:30,09:36:31,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,29,09:36:30,09:36:32,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,79,09:36:32,09:36:32,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,79,09:36:32,09:36:33,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,30,09:36:33,09:36:34,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,30,09:36:33,09:36:34,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,80,09:36:34,09:36:35,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,80,09:36:34,09:36:36,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,31,09:36:35,09:36:36,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,31,09:36:35,09:36:37,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,81,09:36:37,09:36:38,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,81,09:36:37,09:36:39,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,32,09:36:38,09:36:39,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,32,09:36:38,09:36:40,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,82,09:36:40,09:36:40,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,82,09:36:40,09:36:41,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,33,09:36:41,09:36:42,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,33,09:36:41,09:36:43,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,83,09:36:42,09:36:43,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,83,09:36:42,09:36:44,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,34,09:36:43,09:36:44,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,34,09:36:43,09:36:45,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,84,09:36:45,09:36:46,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,84,09:36:45,09:36:46,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,35,09:36:46,09:36:47,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,35,09:36:46,09:36:48,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,85,09:36:47,09:36:48,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,85,09:36:47,09:36:49,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,36,09:36:48,09:36:49,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,36,09:36:48,09:36:50,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,86,09:36:50,09:36:50,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,86,09:36:50,09:36:51,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,37,09:36:51,09:36:52,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,37,09:36:51,09:36:52,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,87,09:36:52,09:36:53,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,87,09:36:52,09:36:53,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,38,09:36:53,09:36:54,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,38,09:36:53,09:36:55,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,88,09:36:54,09:36:55,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,88,09:36:54,09:36:56,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,39,09:36:55,09:36:56,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,39,09:36:55,09:36:57,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,89,09:36:57,09:36:58,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,89,09:36:57,09:36:58,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,40,09:36:58,09:36:59,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,40,09:36:58,09:36:59,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,90,09:36:59,09:37:00,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,90,09:36:59,09:37:01,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,41,09:37:00,09:37:01,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,41,09:37:00,09:37:02,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,91,09:37:02,09:37:03,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,91,09:37:02,09:37:03,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,42,09:37:03,09:37:04,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,42,09:37:03,09:37:05,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,92,09:37:04,09:37:05,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,92,09:37:04,09:37:06,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,43,09:37:06,09:37:07,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,43,09:37:06,09:37:08,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,93,09:37:07,09:37:08,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,93,09:37:07,09:37:09,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,44,09:37:09,09:37:10,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,44,09:37:09,09:37:10,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,94,09:37:10,09:37:11,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,94,09:37:10,09:37:12,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,45,09:37:11,09:37:12,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,45,09:37:11,09:37:13,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,95,09:37:13,09:37:14,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,95,09:37:13,09:37:15,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,46,09:37:14,09:37:15,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,46,09:37:14,09:37:17,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,96,09:37:16,09:37:17,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,96,09:37:16,09:37:18,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,47,09:37:18,09:37:19,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,47,09:37:18,09:37:20,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,97,09:37:19,09:37:20,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
