Script Start,Round,Round Start, Round Finish,Source,Source User,Target Name,Target Name, Target Type,Is Default, Port Name
12-08-2015 09:35:00,85,09:39:22,09:39:24,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,85,09:39:22,09:39:25,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,135,09:39:24,09:39:26,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,1,09:39:23,09:39:26,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,135,09:39:24,09:39:27,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,86,09:39:26,09:39:28,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,1,09:39:23,09:39:28,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,86,09:39:26,09:39:29,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,136,09:39:28,09:39:30,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,2,09:39:29,09:39:30,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,136,09:39:28,09:39:31,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:38:45,2,09:39:29,09:39:32,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,87,09:39:30,09:39:32,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,87,09:39:30,09:39:33,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,137,09:39:32,09:39:34,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,3,09:39:33,09:39:34,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,137,09:39:32,09:39:36,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:38:45,3,09:39:33,09:39:36,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,88,09:39:35,09:39:36,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,88,09:39:35,09:39:38,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,138,09:39:37,09:39:39,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,4,09:39:37,09:39:39,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,138,09:39:37,09:39:40,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:38:45,4,09:39:37,09:39:40,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,89,09:39:39,09:39:41,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,89,09:39:39,09:39:42,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,139,09:39:41,09:39:43,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,5,09:39:42,09:39:43,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,139,09:39:41,09:39:45,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,90,09:39:43,09:39:45,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,5,09:39:42,09:39:45,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,90,09:39:43,09:39:47,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,140,09:39:46,09:39:48,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,6,09:39:46,09:39:48,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,140,09:39:46,09:39:50,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,91,09:39:48,09:39:50,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,6,09:39:46,09:39:50,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,91,09:39:48,09:39:52,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,141,09:39:51,09:39:53,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,7,09:39:51,09:39:53,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,141,09:39:51,09:39:55,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:38:45,7,09:39:51,09:39:55,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,92,09:39:53,09:39:55,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,92,09:39:53,09:39:57,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:38:45,8,09:39:56,09:39:58,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,142,09:39:56,09:39:58,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,8,09:39:56,09:40:00,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,142,09:39:56,09:40:00,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,93,09:39:59,09:40:00,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,93,09:39:59,09:40:02,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,143,09:40:02,09:40:04,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,9,09:40:02,09:40:04,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,94,09:40:04,09:40:06,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,143,09:40:02,09:40:06,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:38:45,9,09:40:02,09:40:06,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,94,09:40:04,09:40:08,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:38:45,10,09:40:07,09:40:09,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,144,09:40:07,09:40:09,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,95,09:40:09,09:40:11,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,144,09:40:07,09:40:11,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:38:45,10,09:40:07,09:40:12,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,95,09:40:09,09:40:13,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:38:45,11,09:40:13,09:40:15,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,145,09:40:13,09:40:15,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,96,09:40:14,09:40:16,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,11,09:40:13,09:40:17,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,145,09:40:13,09:40:17,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,96,09:40:14,09:40:18,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:38:45,12,09:40:18,09:40:20,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,146,09:40:18,09:40:20,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,97,09:40:19,09:40:20,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,146,09:40:18,09:40:22,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:38:45,12,09:40:18,09:40:22,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,97,09:40:19,09:40:22,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,147,09:40:23,09:40:24,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,13,09:40:23,09:40:24,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,98,09:40:23,09:40:25,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,147,09:40:23,09:40:26,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:38:45,13,09:40:23,09:40:26,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,98,09:40:23,09:40:26,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,148,09:40:27,09:40:29,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,14,09:40:27,09:40:29,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,99,09:40:28,09:40:29,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,14,09:40:27,09:40:31,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,148,09:40:27,09:40:31,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,99,09:40:28,09:40:31,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,149,09:40:32,09:40:34,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,15,09:40:32,09:40:34,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,100,09:40:32,09:40:34,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,15,09:40:32,09:40:35,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,149,09:40:32,09:40:35,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,100,09:40:32,09:40:35,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,150,09:40:36,09:40:38,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,16,09:40:36,09:40:38,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,101,09:40:36,09:40:38,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,150,09:40:36,09:40:40,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:38:45,16,09:40:36,09:40:40,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,101,09:40:36,09:40:40,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:38:45,17,09:40:41,09:40:43,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,151,09:40:41,09:40:43,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,102,09:40:41,09:40:43,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,17,09:40:41,09:40:44,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,151,09:40:41,09:40:44,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:31:59,152,09:40:45,09:40:47,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:35:00,103,09:40:45,09:40:47,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:38:45,18,09:40:45,09:40:47,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
12-08-2015 09:31:59,152,09:40:45,09:40:48,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:38:45,18,09:40:45,09:40:48,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:35:00,103,09:40:45,09:40:48,HP06B66F (HP Officejet Pro 8600) (redirected 2),Administrator,Full Access,HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,Existing - HP06B66F (HP Officejet Pro 8600) On MOB-ZACHARY,No,TS004
12-08-2015 09:38:45,19,09:40:49,09:40:51,SHARP MX-C311 PS (redirected 2),Administrator,Full Access,SHARP MX-C311 PS On MOB-ZACHARY,Existing - SHARP MX-C311 PS On MOB-ZACHARY,No,TS001
